	r	p
0	0.1770982771491398	0.00026481503724428747
1	0.2924159140176882	1.003117827436471e-09
2	0.2980807365398045	4.579366559731037e-10
3	0.3207788430050598	1.6600794424111048e-11
4	0.3047605818963443	1.7766045849961652e-10
5	0.2577326803499317	8.462775114490899e-08
6	0.16739723031176879	0.0005716190741665528
7	0.031547736598188825	0.5190763374331829
8	-0.05438262785254427	0.26613224758692716
9	0.0	0.0
