	r	p
0	0.1138715769071215	0.10837943962140746
1	0.34877314970695056	4.163778362965666e-07
2	0.5126603822451689	8.454317403480014e-15
3	0.60238507913311	3.87416902940194e-21
4	0.6253056780333889	4.268268280581693e-23
5	0.5563841996906477	1.191862145132584e-17
6	0.36820299741745405	8.131298205842401e-08
7	0.1738968975921011	0.01379140117384996
8	0.08489910026395096	0.23197447370571664
9	0.0	0.0
