	gt	ms_total	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9
0	36	0.06100429426736376	0.007148938540004568	0.0027571945089387845	0.005047350119043743	0.006894008268926645	0.00830688622779297	0.009706944888755523	0.0067811189775120635	0.007522479025083833	0.006839373711305631	0.0
1	42	0.2065912716420829	0.006108713100652357	0.005682161815755814	0.011609303749411368	0.01922182432003469	0.025066211987741765	0.03532437999521136	0.035289245868286294	0.02546598417767068	0.04282344662731862	0.0
2	33	0.18440332939750503	0.007861141283662713	0.004928712116642785	0.007412764943421583	0.011101196006085053	0.01558999115010095	0.022730112362468087	0.02854006933524028	0.0335174415715521	0.0527219006283315	0.0
3	45	0.20984257402744427	0.006661113226675791	0.006898230252934215	0.01287793908047433	0.01735415051968786	0.0215429844039386	0.028343233953344323	0.029992393961759033	0.030950856912415017	0.0552216717162151	0.0
4	59	0.20477374066883236	0.006941977508261917	0.005549252776860173	0.011088981208959016	0.018411406900018613	0.02139512923897382	0.027264815676051296	0.03602785444804697	0.03509665997604343	0.042997662935617145	0.0
5	59	0.14360831353752546	0.005910164286700656	0.004881964466555705	0.010085994195718605	0.015703429625877147	0.018941401647566206	0.024864191262580874	0.02140585271280426	0.01581983865419473	0.02599547668552729	0.0
6	46	0.11228216546155809	0.005800379845981762	0.0032564116231393473	0.004971598920688861	0.00661937659622412	0.009252440770254406	0.013958607127995683	0.01701544193531724	0.018679199321968654	0.03272870931998802	0.0
7	52	0.14604139010590955	0.004625365795362125	0.0032198112425180668	0.006647905083050007	0.011565256976313977	0.017789247826011784	0.029685368532398337	0.032364770416759614	0.02241259204592392	0.01773107218757175	0.0
8	11	0.25350693211184194	0.00432565690611984	0.0026393312199125786	0.006066923492082332	0.012259160828185994	0.022688016029400793	0.04350778452753637	0.053686746015115874	0.04375647292429022	0.06457684016919794	0.0
9	33	0.042780764381572245	0.0067236233528760875	0.0026850050706173157	0.0036896126994157884	0.004277399390470902	0.004977301514269657	0.00501145717276199	0.0046238378355301655	0.004527985764820881	0.006264541580809453	0.0
10	19	0.07620277476700422	0.0046029609838329835	0.002212256346941761	0.0025716106646215785	0.0032846961504878393	0.005035694892292291	0.008810073139625882	0.01286539488595929	0.017487000709886145	0.01933308699335646	0.0
11	19	0.05612917183817316	0.005892953579798608	0.0017781878807508764	0.002811552544183452	0.003488332460410953	0.00494019737572409	0.007157706506998801	0.0068370840745673525	0.008329495101261833	0.01489366231447719	0.0
12	22	0.11630963912129355	0.006681178249257768	0.002868705498826631	0.004351829018971321	0.006228855020143843	0.009354432956404889	0.01370966549957077	0.01653834926413176	0.021075222833181577	0.03550140078080499	0.0
13	47	0.18398385433569367	0.003877578270666351	0.002199696896072146	0.003864184738618134	0.006492225993668067	0.010204650557749703	0.017281850878313815	0.027316482857305258	0.033276362818019926	0.07947082132528027	0.0
14	54	0.15603197458008475	0.007007907738552029	0.004513404655698167	0.007216513724295569	0.0096938412667584	0.012124878067381672	0.018080518988443754	0.021844758514373702	0.023519726910227294	0.05203042471435415	0.0
15	48	0.09615537717635048	0.005970028184623074	0.003043346975335426	0.00506462136037544	0.007607550666838114	0.010230564167802297	0.012145700432874502	0.009782418554117803	0.010588839743203952	0.03172230709117989	0.0
16	62	0.12533860324837487	0.006087765976632055	0.00413580931836954	0.006107000379278736	0.007843490701661088	0.010135739004426604	0.015015763986488403	0.015662333747253693	0.01880688646840562	0.04154381366585912	0.0
17	60	0.26306939940027263	0.004699552480341037	0.0037594315829212587	0.00797850829047094	0.015170671360037056	0.025456666112693267	0.04544959075733096	0.05521314737895376	0.03904238876062735	0.06629944267689704	0.0
18	62	0.34220258672035386	0.005370509462941925	0.004361540818877251	0.010182418967799877	0.019622461564082698	0.03109230937919893	0.053023517182456	0.07157317882789015	0.0652233686451156	0.08175328187199143	0.0
19	26	0.08568830519022491	0.006641040492446354	0.003259574494794658	0.004955643765601755	0.006649446128583989	0.008842314671047753	0.012286371762117282	0.012728489241353183	0.011760926655267297	0.018564497979012634	0.0
20	22	0.15019288207387765	0.0035746456802262126	0.0012211317847334435	0.002266805789019772	0.004115577431915103	0.0071617492894892245	0.012852139779721935	0.02116277472328016	0.02598292793462747	0.07185512966086434	0.0
21	89	0.17260111901769476	0.004718648915904321	0.004471460079333285	0.007268886949080287	0.009926456620204652	0.012889690128830483	0.02011239177024815	0.02676245500093876	0.028903530320732618	0.0575475992324222	0.0
22	52	0.07836575186715575	0.006684590436013216	0.004380369924359591	0.00723092942710169	0.010751092125162535	0.013078786585130002	0.013132525321882162	0.008680119638217841	0.0071042410412687634	0.007323097368019947	0.0
23	89	0.2268343205622494	0.012606487527647068	0.017354343222717637	0.027213581263240444	0.03357530558225194	0.033405898404478836	0.03486876415768062	0.02980792956612203	0.017255446350983195	0.020746564487127597	0.0
24	68	0.16075641245316924	0.002925541355972082	0.002548499635213314	0.0045182885123764335	0.007341306467964005	0.01074411327226269	0.019374767978100484	0.030783214266926595	0.028374885252668146	0.0541457957116855	0.0
25	82	0.1415385695589899	0.009293318187320009	0.0054985200100696	0.007861728825544105	0.012528125021158628	0.016013572631594714	0.02114662587172778	0.02364831634956755	0.01975550421268932	0.025792858449318216	0.0
26	71	0.16293401408260522	0.008426824899164548	0.006685941360833697	0.011833664396511304	0.01950464200369725	0.023213919068941928	0.028307664426279508	0.027433607340558934	0.0161635657917525	0.021364184794865543	0.0
27	86	0.12383316450823079	0.008358241575210715	0.006452140829997283	0.009886091424752084	0.013950056221726896	0.016806266641873284	0.021954965682342027	0.02068590638079435	0.015050264165100358	0.010689231586433787	0.0
28	80	0.12376263578780067	0.00632044823849371	0.005768687664304451	0.00987315538713712	0.015181118123112205	0.01818410071605866	0.023116131594273854	0.018934361374613698	0.011179886247124779	0.01520474644268221	0.0
29	54	0.18319526775012476	0.01339311703248329	0.013690257841957102	0.01763667763516111	0.020883876286912295	0.02326533226266419	0.02917863666879862	0.026756110981613325	0.018143420661519253	0.020247838379015566	0.0
30	34	0.25795736934108904	0.017629481511125016	0.017565835111978227	0.025448634514082934	0.035158922213850835	0.03509142174886923	0.036157279941683954	0.03671240566055089	0.026359581290582468	0.02783380734836545	0.0
31	77	0.2295295618802165	0.010136289417044995	0.012004330763547934	0.020177360199813678	0.02668288780056992	0.02965928445334538	0.03424739149693151	0.0326623197207998	0.0288507134885206	0.035108984539642694	0.0
32	69	0.12230810480930232	0.006438561694539458	0.005710565370498164	0.009596785491056132	0.0138241869631805	0.015236595340066245	0.018647089996404565	0.015871049444573387	0.014037211386035368	0.0229460591229485	0.0
33	18	0.07325847377523796	0.005874718029248438	0.0026511050596095317	0.005501906046810838	0.008372481951415102	0.009493903654389334	0.009275370688840691	0.007183025542676056	0.009435345168136808	0.015470617634111165	0.0
34	40	0.07957608837249641	0.007946647234576776	0.0059243663059560525	0.00920335604780969	0.0125609645726186	0.013714777271067367	0.01165249199760848	0.0053983900034090745	0.004432653997232499	0.008742440942217867	0.0
35	16	0.08763463304006924	0.0053369246197236915	0.0021908551494562063	0.0036357971450133274	0.005312381333153862	0.0077246218541729885	0.011087199070607763	0.013082778839356886	0.014430493023315647	0.02483358200526887	0.0
36	48	0.13435982382913075	0.00871177269773387	0.008330982311599773	0.011959223876028808	0.013440488628571157	0.013097257639223401	0.014505335952647129	0.014816467776296968	0.017803278242645222	0.03169501670438443	0.0
37	89	0.09927496145681722	0.0076165229737356205	0.005972026346910042	0.007063550630531543	0.0075716882347189075	0.008262271814892351	0.00989468732031915	0.011813443737471514	0.017596125291148342	0.023484645107089773	0.0
38	70	0.05003831474915839	0.005520873163736213	0.0024831927387975353	0.0034775529270295114	0.00415295726409592	0.005355338052721075	0.008128001890410842	0.007662180581449428	0.010279475873501209	0.002978742257416665	0.0
39	50	0.05693997015361704	0.005260811394953438	0.0015097020364503284	0.0025596518813621864	0.0033517455629553565	0.0045733674615607576	0.006435205844626495	0.006785159163699513	0.01144326078014225	0.015021066027866714	0.0
40	76	0.12883090893088117	0.005877777704121777	0.004189224861896926	0.007109118560278814	0.009687442980301378	0.010940727611178843	0.014124293242624493	0.018836887288666476	0.021753299494170132	0.03631213718764233	0.0
41	83	0.23785460061789537	0.005905043560729385	0.006799860178057063	0.013129611329183572	0.021484024219420115	0.027596166327135203	0.03701275238615633	0.04540576973191518	0.03519037556653767	0.04533099731876085	0.0
42	40	0.14502660840590573	0.01333855550572598	0.01076800326370913	0.01496642458039832	0.019718544887141087	0.02163138599240746	0.022874329657142686	0.013821540670561658	0.009280613247310289	0.018627210601509108	0.0
43	56	0.1951399219670482	0.009088445536439622	0.00631511182841576	0.009895427933356727	0.014432964980931759	0.018726375205526988	0.024005253828137063	0.023510003345703953	0.022707776266627122	0.0664585630419092	0.0
44	47	0.1686493059966126	0.0096641662581117	0.0073761336171092005	0.012297528095597716	0.017784731719841778	0.021225006530854285	0.026748592381685275	0.021538617512240912	0.01897286103394516	0.033041668847226584	0.0
45	65	0.13999697214466028	0.005420337428779129	0.0026897075206042407	0.004237572834767604	0.0062017897503623045	0.009077153534693475	0.014650082777396817	0.02182800667726096	0.02992671896320421	0.04596560265759154	0.0
