	r	p
0	0.49729874440091076	1.4143302270170453e-07
1	0.5947889503435316	6.793444282764577e-11
2	0.6057261793892222	2.441988425850303e-11
3	0.5936542296476693	7.537685997732752e-11
4	0.5091577778026211	6.322307466311061e-08
5	0.3981717544958762	4.084556826828296e-05
6	0.24699299241081685	0.013234793887266469
7	0.15402594061965075	0.12600673613082053
8	0.0937655716886907	0.35345245444741746
9	0.0	0.0
