	r	p
0	0.46407056096695515	1.0650565995860352e-11
1	0.44872045855390025	5.962245180510627e-11
2	0.40314204219985367	6.1428248824465255e-09
3	0.3687823852960436	1.311718077475073e-07
4	0.3738359079929762	8.546209569368869e-08
5	0.2914095448075228	3.92776856256923e-05
6	0.1426657189667402	0.04778939563727721
7	0.03385984345900316	0.6401605471068275
8	-0.039723790577026845	0.5833540006463431
9	0.0	0.0
