	gt	frac
0	33	0.10162171219437431
1	77	0.1314835276040331
2	81	0.14594011564529621
3	28	0.02256710087723733
4	56	0.05825266971926473
5	83	0.08527478179488904
6	12	0.028873833763632464
7	41	0.10200457293193807
8	44	0.08779009318984572
9	57	0.04653603626749547
10	80	0.06657611277321066
11	0	0.01864001346060662
12	41	0.05484275973297844
13	45	0.051276672011088195
14	78	0.10387376129491314
15	36	0.06601493972675634
16	46	0.06797315568445855
17	46	0.03867376588777439
18	57	0.042804481551713985
19	52	0.05047532319567419
20	44	0.02491859019328485
21	18	0.017203025677088934
22	20	0.09125284489042501
23	16	0.06257685813634517
24	31	0.03930013954198858
25	55	4.2591245793135513e-07
26	28	0.0905948349133946
27	63	0.08280448426388365
28	30	0.06831311742244832
29	47	0.0971123300121164
30	32	0.036803885832845745
31	68	0.08106294253861974
32	76	0.09201738382865415
33	7	0.03230860614684326
34	23	0.037709758431994755
35	59	1.7844858288948095e-06
36	46	0.04766354246815146
37	71	0.11303176157041718
38	44	0.0979498190998594
39	64	0.0662271709621396
40	45	0.10532842142123724
41	71	0.1168392591940443
42	54	0.042394940231364524
44	55	4.6695984063084467e-07
45	21	0.007224284107041192
46	26	0.10954215275518718
47	100	0.07184803819684743
49	62	0.06767643912908713
50	43	0.09746761154123668
51	35	0.06850391229839682
52	26	0.03476908778756244
53	83	0.09566956480574246
54	58	0.04283461973442075
55	8	0.015888742760054093
56	40	0.042570240037656824
57	27	0.021123923244089477
58	16	0.06905195669002336
59	23	0.036472981954054164
60	24	0.050949661341929624
61	27	0.13264587364185237
62	73	0.19146689987282814
64	70	0.10924752313998078
65	71	0.08837467369348914
66	60	0.043885163032479246
67	61	0.07147655253395341
68	26	5.095429557294301e-07
69	76	0.08915757849200284
70	49	0.12850106194732774
71	57	0.0603566736062724
72	67	0.0903011746640888
73	44	0.05639274002595801
74	20	0.02213388536524949
75	45	0.03835255399938762
76	55	0.07900323659394484
77	87	0.08344367915683698
78	18	0.08872388863940972
79	16	0.061986726432592926
80	57	0.07333389349892357
81	47	0.07001544805601907
82	56	0.04907969518531806
83	49	0.03532435727613449
84	88	0.1005712738064409
85	40	0.03971153407501559
86	45	0.039502045659643485
87	64	0.06952895154093618
88	38	0.07955431337454966
89	63	0.05343776390167358
90	81	0.07269027572867226
91	48	0.028389162847048677
92	35	0.03375961917306947
93	65	0.072333273834748
94	29	0.025334160078379277
95	20	0.035074599037998686
96	65	0.02917582072919477
97	49	0.10242236600226014
98	50	0.06974402552163449
99	46	2.0731875849812097e-07
100	79	0.1399078583380912
101	50	0.07838565971179015
102	73	0.06427202665141993
103	17	0.011005962831513713
104	75	0.12263967392299728
106	59	0.05769411411875382
107	42	0.031444595288123184
108	17	0.042299400721567515
109	56	0.13780723302283063
110	48	0.05520115832339525
111	46	0.08369901995172319
112	65	0.06522027844469575
113	54	0.02829445082347399
114	39	0.014644315899575258
115	65	1.5787990257393962e-07
116	11	0.027646030399593617
117	32	4.3542034762987795e-07
118	59	0.029138790953284817
119	65	0.06924266409335054
120	21	0.023714618341277728
121	65	0.13792318264962455
122	87	0.0494126081170817
123	36	0.06514741814696018
124	19	0.03543319598774486
125	36	0.0331690245697254
126	41	0.07113976745612663
127	74	0.08420886834115338
128	38	0.049439807176416675
129	48	0.05097809864331487
130	42	0.06701277006649738
131	43	0.045242682928083935
132	51	0.04801202711611196
133	34	0.05789675512061766
134	23	0.0680387847618361
135	93	0.07219053927341271
136	37	0.02897800543187075
137	13	0.01913980599210155
138	48	0.014158302327632806
139	65	0.0858659524197591
140	81	7.445055782933108e-07
141	82	0.04899027429437372
142	19	0.0627286533334884
143	41	0.1723155353876874
144	21	0.016764590747907405
145	69	0.09612617420642436
146	16	0.036205920372349994
147	86	0.04133327171842281
148	48	0.11386628759153655
149	40	0.06524182595559157
150	27	0.055607285484970875
151	42	0.06483839175056136
152	30	0.017490704240687174
153	76	0.09320249845583754
154	58	0.10874460918633154
155	84	0.06080204014958765
156	25	0.04801766727854874
157	48	0.10391597685273173
158	63	0.07926763017998154
159	28	0.006920673133484453
160	23	0.026412225981198106
161	62	0.0637348420502526
162	40	0.035333759227876634
163	41	0.06019646632400438
164	11	0.09382421601524576
165	59	0.032252061534308166
166	51	0.20760768150038816
167	48	0.10540790938113927
168	2	0.036662066911921955
169	56	0.06342133574456002
170	15	0.01588209880081414
172	54	0.049603252699584044
174	33	0.03109782070563577
175	45	0.09151810921110336
176	18	0.0224250308715711
177	49	5.161097661558334e-07
178	72	0.1344502509712567
179	37	0.033187896139894486
180	26	0.01696280462988596
181	35	0.020084727248134527
182	64	0.05223565948012078
183	52	0.0707487754769275
184	21	0.060968737809965215
185	86	0.06733649577727957
186	37	0.052800140017854956
187	94	0.13712399606404987
188	43	0.06230105197008967
189	45	0.04030838469383532
190	66	0.08002334935242515
191	52	0.04811670846327301
192	36	0.024166427473344437
193	44	0.08454505997652642
194	22	0.03228238905680868
195	68	0.06711998496881114
197	22	0.06273668369687764
198	58	0.023380050753706305
199	16	0.0459181894529446
