	r	p
0	-0.23978205350609025	0.01682608978887147
1	0.15687235455597565	0.12098453119144825
2	0.3001662241512831	0.0025393057632171266
3	0.49883893099718335	1.4795012217382425e-07
4	0.6089616502360662	2.268796189729441e-11
5	0.6644397120536327	6.470925721885585e-14
6	0.695303346327303	1.402082231353908e-15
7	0.6680624741569176	4.2253540224550825e-14
8	0.5556658561928857	2.3722106005965343e-09
9	0.39362647392759154	5.559309242463211e-05
