	r	p
0	0.4586392704015665	1.9784156455171845e-11
1	0.4619065384330276	1.3648913495255813e-11
2	0.433859279695016	2.9170262584538096e-10
3	0.40165848483023203	7.0626244930399315e-09
4	0.379020850358401	5.4644232764509304e-08
5	0.359781638173665	2.7634289683060344e-07
6	0.36971739182897845	1.2124210101381645e-07
7	0.3036561400213573	1.763327766815133e-05
8	0.17152368543518612	0.01707414729778993
9	0.07975038735634925	0.27024973836091865
