	r	p
0	0.18318127086791292	0.009422190947401696
1	0.33216611475571434	1.5457037813485491e-06
2	0.3857320816403907	1.6935574514188624e-08
3	0.42136618491958966	5.184771140411325e-10
4	0.4211978740751199	5.276028996510255e-10
5	0.4111354977148878	1.4716561574128058e-09
6	0.3731570241755998	5.2681737165646233e-08
7	0.3136820264838701	6.096604169431658e-06
8	0.20918044415255022	0.0029521881039854137
9	0.10537342280889123	0.13754331736300426
