	gt	ms_total	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13
38	21	0.19197735478053152	0.01147454361994836	0.005194199207836113	0.005907342587616644	0.007560712446643109	0.009391301515061679	0.012730597704270857	0.012939397024934799	0.02105566694480679	0.02617115726965815	0.045824923361626246	0.009523476943112905	0.015424531406630752	0.008779504748385103	0.0
39	28	0.1082943736099086	0.007703584288183034	0.0026744366466387084	0.004290696492435125	0.005189139480819567	0.0043342894955316095	0.006106426711498348	0.0068604168803914215	0.010358789464021276	0.015200591090875272	0.022986610794765112	0.0037120760822643437	0.01295761927615095	0.005919696906333828	0.0
40	45	0.16578466188620314	0.009414950507942197	0.004099836172595064	0.0054531138419985714	0.008146483314493788	0.011005325960264026	0.01594918031608458	0.015688293845652217	0.021527451323035494	0.022973410940834875	0.03300567305995504	0.0032911656374418983	0.011327654963858031	0.0039021220020473554	0.0
41	65	0.18578221175051768	0.013328379532996152	0.00681542434835185	0.00784633270348642	0.009669382988919405	0.010046182678375998	0.012965024174030504	0.013070064944030596	0.021032513433931393	0.022354670471049297	0.034379899976285176	0.006430736699026407	0.017711117618422076	0.010132482181612409	0.0
42	31	0.07017479876060155	0.008279127311790443	0.00239530150691164	0.002869065090782526	0.003713792692988328	0.004247813031208601	0.005184827849972673	0.004695942021307997	0.0054239460666969455	0.009135329227031783	0.009434081784331642	0.004493995070365258	0.00752553929698312	0.0027760378102305973	0.0
43	49	0.2119891378342087	0.012762572868007922	0.007853739954673694	0.009998208498537314	0.012836602782119962	0.013122639745720067	0.0140617505978168	0.013327117051301855	0.018516376515518733	0.017255148974895683	0.03526505146625616	0.011313429711447314	0.03198135202649443	0.01369514764141875	0.0
44	15	0.09563531384102375	0.007752578339371697	0.001824605363283771	0.002090381685686136	0.0027000713290940225	0.003300741267424621	0.0049794825704085905	0.005256190657323885	0.007835742921492382	0.01163055345048037	0.01795622894732494	0.0013294132547108381	0.020718539376352152	0.008260784678070343	0.0
45	58	0.19474940273451913	0.010969656747147857	0.0055041588189651824	0.007355694112963945	0.009958943081435245	0.011762235352247175	0.01607157953798789	0.015924797913281313	0.02355544296314082	0.024514137830291306	0.036310924809642334	0.006776176843485401	0.01873700016841208	0.007308654555518572	0.0
46	80	0.17675677805242865	0.010785490591870542	0.004851656823422193	0.0060601714957401465	0.008371618432655575	0.01081977941852604	0.01566721556232868	0.0160708585195103	0.025202103821770027	0.023992411047384667	0.03219242084332967	0.0053911108032885895	0.01267124462293515	0.0046806960696670775	0.0
47	60	0.10383982127047678	0.007833713483296766	0.0032373500520861236	0.004282197676238819	0.005997497377050107	0.007432576024950009	0.010270739329706253	0.010802834405430938	0.015169314054865289	0.013175434831505843	0.014061828607515932	0.0008366779751703543	0.007945791197731656	0.002793866254928691	0.0
48	100	0.1415533929327447	0.010249814242502252	0.004500047417075485	0.006061716544335918	0.00845634209718976	0.010304319781336864	0.0139708425937759	0.01282943563409909	0.01655241994677407	0.017430396278001886	0.022714242499414092	0.0013807346194474903	0.012892182789120951	0.004210898489670911	0.0
49	35	0.21587660841972778	0.007867015507493243	0.0034100093480429984	0.00451352886128413	0.006467705604451441	0.008349999247370656	0.012857245027745401	0.01505267934018754	0.0276480276078339	0.030559921167178344	0.04875571147554557	0.012198506488960252	0.029223062822856027	0.008973195920778264	0.0
50	13	0.10308246052737427	0.008622884576459332	0.0029456143025049335	0.003759880294469696	0.004946945178002093	0.005985458322397745	0.007866133946422797	0.007429814809485805	0.009518879545383264	0.013435411324520315	0.019380581902208864	0.0007811916766771265	0.015747468030410477	0.002662196618431821	0.0
51	68	0.11203822668197183	0.009437279549396514	0.003366413092454494	0.004011954609279049	0.005060043057230758	0.005793358132201653	0.007703374763080996	0.0072950466599601745	0.010042435527383271	0.014169845463213093	0.021650397944359107	0.002762679959968489	0.015803048920710664	0.0049423490027335586	0.0
52	94	0.1463717027077546	0.0161282050169472	0.007375696364647489	0.008549472744082178	0.010305966985678944	0.010976783570048047	0.013410177015130524	0.011820860661058852	0.015431100426927934	0.01591606427752459	0.018026330552121262	0.0023603986374556483	0.009329834956520316	0.006740811499611615	0.0
53	58	0.2042904300563625	0.008019308348591957	0.004015547362626919	0.0052736446712025676	0.007092658188617384	0.008611400216512627	0.011720311953482672	0.01188202553106588	0.018671071702884224	0.021364429748792293	0.0444507870377632	0.015224818600796296	0.030436216015327214	0.01752821067869923	0.0
54	11	0.20185047453842864	0.009792479480602995	0.0043396874642490845	0.005235503377108079	0.006248240485942455	0.00745942633810057	0.011773814505791184	0.01289888029492875	0.019249599013054786	0.022318830060312406	0.04385921518291701	0.014477087274354214	0.03573409679594828	0.008463614265118822	0.0
55	20	0.08370093566988675	0.007552037796040023	0.002805698368122603	0.0035088623724493567	0.00463513997673258	0.005419924093699839	0.007563056558183243	0.007920727380496762	0.009577136411113843	0.011239760249180454	0.012446517395003643	0.002933498096291237	0.007007960271392571	0.001090616701180594	0.0
56	9	0.11366505042803923	0.007462909477692611	0.0015953050600960713	0.0019253403998650592	0.0025730189020702387	0.0034063044941492066	0.005650697467441405	0.006731406948205776	0.011639267124441393	0.01691508558440439	0.023623925462371805	0.0009107606965788388	0.01725712739074049	0.013973901419981938	0.0
57	59	0.07253252165361118	0.008923037606678183	0.0028904200563231275	0.0030514122027974788	0.003932376785683943	0.004443026335113063	0.005852810440222688	0.004931598126334629	0.005697298379374267	0.010108466424387157	0.010584219041690428	0.004327155970684376	0.0068024451139266405	0.0009882551703952007	0.0
58	42	0.2316357343172057	0.008682634138026451	0.004632390053702021	0.006610267562441074	0.009346707833575591	0.01201129000648337	0.017410753436190394	0.01988703335476141	0.03191269811831589	0.031814479212991444	0.047887271013801774	0.012549514941190441	0.02490859506872386	0.003982099577002	0.0
59	16	0.07381357531106497	0.007378969502029995	0.002047902091179328	0.0026881734137465456	0.003616733067220933	0.004144689637858417	0.004953668343007816	0.004351693945874407	0.0046487909379883344	0.008834371299798385	0.012139338881322778	0.002668816033529486	0.009929508863966607	0.006410919293541935	0.0
60	77	0.18640974810057778	0.016208321342961567	0.0089173798679716	0.010423911064096073	0.013349250485381731	0.014695427018292215	0.016598488772798486	0.0156571098006043	0.02030334760753126	0.017003239057999296	0.025312116169082743	0.006204012801393086	0.014200264104255556	0.0075368800082098696	0.0
61	83	0.18879926671635394	0.011180767586759833	0.005515750990119035	0.007167596599747618	0.01062422829539144	0.014182999016602468	0.016655359121037574	0.01309330313622363	0.01974259514798827	0.022515882528612304	0.03595416805828423	0.006560774450089861	0.017153726232986485	0.008452115552511156	0.0
62	1	0.09976788288018074	0.006134235945601701	0.0011366380404305419	0.001573619208902875	0.002242376394804072	0.0030685689516148666	0.005012071092648552	0.005918290162056089	0.010303110093929575	0.01635366648346944	0.02595135434537025	0.0009927389396245843	0.01704192896439562	0.004039284257332564	0.0
63	21	0.12207856565619829	0.006923169432191038	0.0017857358415848488	0.0024548894508146235	0.003600041432618689	0.004789463219946155	0.008139076463074409	0.009704056552452678	0.016152984684420904	0.018207731436119617	0.02442728241719601	0.0054559451567079975	0.014513075147288099	0.005925114421783206	0.0
64	30	0.11377025041262118	0.011021699538104845	0.0037901485249832202	0.004430421922593223	0.005678091618239916	0.00627785836912295	0.008344259735268953	0.008249779405245355	0.011383436166551169	0.014911880214145575	0.02135426616754271	0.00125231080928289	0.01403858997126799	0.0030375079702723833	0.0
65	2	0.06034084521875947	0.006136782969831127	0.0010964007219958637	0.001359772793015391	0.0015370815061219794	0.0016911089566869885	0.0028510103909232904	0.0029300375792807743	0.0037730115702454938	0.009164260078085514	0.012172433245373235	0.0028255008915772086	0.013869137397368336	0.0009343071182542715	0.0
66	49	0.12798666258872118	0.009353378526864478	0.0035024758715152936	0.004683698808543395	0.006474916472017238	0.00762311735864539	0.009955207263534842	0.009778750474305584	0.014475134274354283	0.016771463872901023	0.020503912709098505	0.0009152824937933594	0.015872423565684822	0.008076900897462966	0.0
67	16	0.158204690728939	0.007440413527610697	0.004069804543103535	0.004822087812341607	0.005666679184462351	0.006073895346355962	0.007591070457757296	0.0084885127056922	0.014831043998349405	0.01751364176029598	0.0352254625774303	0.011649268774016001	0.022207380165700015	0.012625429875823664	0.0
68	22	0.20669541645513015	0.0065853211693961845	0.0030590270635284193	0.003944256686205414	0.00551916752628491	0.007091362846104555	0.010370865910591684	0.011724429682800405	0.020609966280861505	0.022892983457967763	0.040015375404631195	0.014947251338369303	0.034585939996354224	0.025349469092034567	0.0
69	81	0.11146550318572002	0.008995952125720946	0.00356498008197068	0.004388469244387506	0.005600458164490499	0.006726387851451934	0.009287908319098103	0.009060509195510207	0.012848099508315282	0.01542827397980339	0.01933697474827803	0.0012711693549961912	0.009377930858199164	0.005578389753498094	0.0
70	69	0.21988622791740225	0.013127741870874385	0.007027483897263395	0.009067984806428855	0.012572243953262459	0.015888161927820183	0.017706256119770135	0.013026066256559252	0.019245094469812703	0.022121573012894503	0.03917725578310404	0.011477089026167026	0.029123387372952614	0.010325889420492694	0.0
71	57	0.12302754675693356	0.008610085280628859	0.0028847215856767005	0.0035664283550421822	0.004940743089720643	0.006126028877580394	0.00882349950388583	0.009014037996051709	0.012814703348681119	0.014438173151393473	0.020430545824705878	0.001945488505837852	0.017294677081592467	0.012138414156136437	0.0
72	60	0.2451854760155749	0.014299908264616995	0.007302158827571718	0.008031557970644532	0.009752097755029256	0.010445720109800796	0.013956607604524624	0.014612433773200057	0.022741584400713902	0.024248465929674674	0.04645619769835961	0.017299203273166298	0.03468633375316033	0.02135320665511211	0.0
73	64	0.175520953156071	0.013939598249228573	0.007173934830232652	0.008372354975048193	0.01072386208881002	0.011805819878581305	0.01387830785750073	0.0115318147537089	0.015624507102107592	0.017873411413845963	0.0335706202348897	0.00852360433112364	0.01941816840847264	0.003084949032521102	0.0
74	15	0.15858066712263572	0.009823301108612263	0.004042718326012426	0.004169165743479318	0.004885364982901806	0.0051702197468884055	0.006970259447911017	0.007174529288279022	0.011079343539617105	0.013745705298465433	0.029313734641423693	0.010895342195964178	0.031707331284942464	0.019603651518138587	0.0
75	31	0.23142955009169913	0.01988102910782316	0.0064928231405289825	0.007703379755877687	0.011370490930256397	0.014097747662514933	0.018284250708768456	0.0177742681272095	0.022994893757400846	0.02195920491787329	0.03709103699243495	0.0069641180427292265	0.021689182060141685	0.025127124888140007	0.0
76	67	0.20786489669735383	0.015091861256523002	0.009565855765326243	0.012267723778058189	0.012820817588895674	0.013015197058360382	0.016412219450285905	0.0158237342504955	0.022614371107067474	0.020714022704305002	0.027312624744211582	0.005289356612398717	0.020293438986361784	0.016643673395064364	0.0
77	13	0.15157122302302617	0.007786201472334933	0.0032029730387570354	0.004800904489831793	0.007118308183331489	0.008749582634409593	0.011363692993731701	0.011702584342720038	0.017547292945035615	0.0199132716532922	0.02928324166307114	0.004365146353392113	0.022656041004796637	0.0030819822483218583	0.0
78	35	0.18135785406341648	0.00922370102731474	0.004850361572122592	0.006687313032105553	0.009521361070175458	0.010750985038087206	0.014474574503978887	0.013709161404075755	0.019942452944846253	0.020821335623079668	0.032953828164056946	0.006893821547737943	0.025731464360157087	0.005797493775678394	0.0
79	8	0.07070666527786447	0.007289818325706207	0.0017692205581724876	0.0023688345853013905	0.0038763106780429473	0.004828759911774304	0.006099095932371838	0.005445011653980392	0.0063526354811673695	0.010703530025073866	0.012493024977732393	0.004944256809528528	0.004475605493242436	6.056084577030571e-05	0.0
80	67	0.1941337408088884	0.01175560276294774	0.006372642248954846	0.00841327186129603	0.011057099503223838	0.013035739466417257	0.015816995748318092	0.0137810864205005	0.018080386916227105	0.01646687799020181	0.02442434771715324	0.005674406075551355	0.023902603408552082	0.025352680689544518	0.0
81	42	0.09037636153774362	0.007855098474957679	0.0025324150498206507	0.0033011562023575556	0.004465086734466848	0.005244638183842446	0.007098749462204649	0.0066269608062440154	0.00846738787355621	0.012237825521009094	0.0168330013896187	0.0037951620903981026	0.009365791099871588	0.002553088649396066	0.0
82	11	0.1849055122223975	0.00818879894294521	0.0049301143501630455	0.0058986900086290955	0.007281995882234526	0.008125327620068408	0.01094007420804077	0.01201182423310581	0.021004539085808044	0.02420610015627562	0.03794606869471274	0.010646101400414103	0.029175274517060507	0.004550603122939643	0.0
83	36	0.12239026144491519	0.010710987872695879	0.004492771620697918	0.0057313938455371026	0.0068608755295879245	0.006184425183318836	0.007195949356652905	0.006899987337004166	0.010476422012794643	0.014742060134577743	0.024776013263782162	0.004109902759007449	0.019001341172188345	0.0012081313570701168	0.0
84	57	0.12368384410579604	0.009420710332994407	0.0034641904363989107	0.00450367717371058	0.006486404895656467	0.00862542275149098	0.012397757333254463	0.011752204927145338	0.015065139962633686	0.01670558376410643	0.019586899217822605	0.0014025180554503077	0.009618868756061726	0.004654466499070142	0.0
85	27	0.2200779114068615	0.009808010987997141	0.006386082851721339	0.00912499396891421	0.011709575657778462	0.01254314080869956	0.01685664536092915	0.01835433280691658	0.025532391257185844	0.02109859753757469	0.03683609797314271	0.013404387380578149	0.030793792705582183	0.0076298621098414895	0.0
86	69	0.23234746318529587	0.015766680154521255	0.006454259401444153	0.00712185541079001	0.009303575594111593	0.011407178330819123	0.014755560490801858	0.014901707336180233	0.02298878238510556	0.020781388960693876	0.03391702770937156	0.013662960156445851	0.03842139271424935	0.022865094540761403	0.0
87	24	0.15453934123144242	0.0070770166990912105	0.0021960985318710824	0.0030912467595725713	0.00505716413600058	0.00553796805127219	0.0070196328198028155	0.007695685831052974	0.012505903366677264	0.017822017909735904	0.033107126690649816	0.009283042912998973	0.03261179985813608	0.011534637664580944	0.0
88	27	0.10620789380002255	0.006276961222454686	0.001829235484712857	0.002499955843686898	0.0035216173329125884	0.004246508184410279	0.006076954620222801	0.006240435082020218	0.009294837212705187	0.014099278904138746	0.02597109119457492	0.004477373519801946	0.020652062336927325	0.0010215828614541017	0.0
89	41	0.22994570290383742	0.009018800045104393	0.005289932078835699	0.006970232276565928	0.009532477756292356	0.011994558628976065	0.016133423889934807	0.018168125935871405	0.0291570364468541	0.028490745090415243	0.051196548108317225	0.013390391924061596	0.021020049909889305	0.009583380812719332	0.0
90	57	0.16077014068991152	0.007274095810713966	0.003934310134319096	0.005437392477595818	0.0075718679980866736	0.009208291736844005	0.012674463615686131	0.01202281051917374	0.01783642127879207	0.016916674046956997	0.026540320942533766	0.00828203359196735	0.02565286777627957	0.0074185907609623306	0.0
91	78	0.1640241568974355	0.010879923475475256	0.00451154550686982	0.005234360639729841	0.006876846146764573	0.008252929814059168	0.011010346703908026	0.010617402450389817	0.015860473063246075	0.021132096229546114	0.03815455960653334	0.007227048152038482	0.016988625880387624	0.007277999228487351	0.0
92	26	0.12983414681132763	0.00953913672669876	0.003534757318527617	0.003967859000440554	0.004718389618269201	0.005219068858134407	0.007701440723342409	0.008334189417205356	0.012220382142147622	0.016508211160879152	0.027333244580874896	0.006502063351313869	0.02093042994859371	0.003324973964900088	0.0
93	67	0.18785184092871082	0.014939765540536332	0.005965125732622412	0.007008092665764919	0.009799901009041947	0.012789385610656857	0.016852531989975564	0.01625756301915165	0.02259979828861374	0.023927265833492563	0.03568724499086828	0.003018726465024114	0.010856812838776451	0.008149626944185962	0.0
94	34	0.15278094174508183	0.008723240589455656	0.0031466004607203055	0.003934381195919998	0.005361317233770346	0.006774763624283281	0.010356190427625504	0.011893803925216717	0.019248910306381904	0.021369550911620974	0.032946994244204435	0.004949694869003178	0.017501367451559762	0.00657412650531976	0.0
95	27	0.08180333596684242	0.008818276066047695	0.0027092380383301707	0.0031704463164024654	0.003541582418840808	0.0037490641789199703	0.0052918326934340435	0.005342386431030875	0.0077060914212007895	0.01103817753295289	0.013989063237290884	0.0037321611968308063	0.01097673002058951	0.0017382864149715215	0.0
96	75	0.1872702515709972	0.012800647718625956	0.007426381866124515	0.010319166480293256	0.014474582145187573	0.01680245742623698	0.020827835087432675	0.018171727430660818	0.022840404385901694	0.018184977497960948	0.022793680902004395	0.004129065905124118	0.016078533884647542	0.002420790840796702	0.0
97	85	0.2270881325599362	0.010264331363343596	0.004971728867085366	0.006020613508516567	0.008191898041392965	0.010019859320048254	0.013753494898941024	0.015222690893638948	0.02617014541528543	0.029223981601532452	0.0506239146629434	0.015959227162213832	0.024151220625781924	0.012515026199212461	0.0
98	51	0.12622317220634316	0.01212637183132876	0.004885032707367097	0.005972389018299775	0.007957390160057405	0.00872006904537547	0.009975607589324417	0.00876594333981121	0.011986756976938028	0.013840435513675753	0.021819647148444095	0.0021390853618044187	0.011001541112907801	0.007032902401008928	0.0
99	12	0.09651788608326592	0.006644897252259754	0.0017597089905884169	0.0022468562019270794	0.0029749459478789356	0.0037278570110996527	0.005780709052523358	0.006226549734717835	0.009100789437917308	0.01451418397454004	0.024426739495641635	0.0032782118893603393	0.013380572583957334	0.0024558645108542373	0.0
